Latitude (°);Longitude (°);Altitude (m);Tempo (s); vel (km/h)
-24,263169;-46,970929;1;2173;50,979946
-24,263211;-46,970788;2;2174;54,314224
-24,263255;-46,970641;1;2175;55,871284
-24,263309;-46,970489;1;2176;59,943192
-24,26337;-46,970334;1;2177;62,103508
-24,263433;-46,970174;1;2178;63,684845
-24,263502;-46,970014;2;2179;64,725937
-24,263574;-46,969853;2;2180;65,289642
-24,263646;-46,969698;2;2181;62,459110
-24,263717;-46,969551;2;2182;61,576233
-24,263785;-46,969399;2;2183;61,781815
-24,26385;-46,969255;2;2184;58,942448
-24,263915;-46,969113;2;2185;57,695965
-24,263981;-46,968967;2;2186;59,283489
-24,26405;-46,968816;2;2187;62,116680
-24,264109;-46,968677;2;2188;55,439873
-24,264171;-46,968541;3;2189;56,224724
-24,264234;-46,9684;3;2190;57,357712
-24,264297;-46,968258;3;2191;57,357712
-24,264356;-46,968128;3;2192;52,935863
-24,264421;-46,967993;4;2193;55,341644
-24,264482;-46,967856;3;2194;55,888020
-24,264543;-46,96772;3;2195;55,770905
-24,264604;-46,967585;3;2196;54,522659
-24,264668;-46,967443;3;2197;58,610386
-24,26473;-46,967306;3;2198;56,110394
-24,264794;-46,967171;5;2199;55,339191
-24,264857;-46,967037;5;2200;54,868809
-24,264913;-46,966911;6;2201;51,473881
-24,264972;-46,966771;5;2202;56,817131
-24,265028;-46,966641;5;2203;52,269337
-24,265084;-46,966515;6;2204;51,136742
-24,265133;-46,966404;5;2205;45,143951
-24,265172;-46,966317;5;2206;35,484695
-24,265196;-46,966253;6;2207;25,922832
-24,265217;-46,966196;6;2208;22,513723
-24,265239;-46,966142;6;2209;21,540108
-24,265263;-46,966078;5;2210;24,358557
-24,265292;-46,966003;5;2211;30,115040
-24,26533;-46,965919;5;2212;34,232456
-24,265373;-46,965821;5;2213;40,241257
-24,265419;-46,965721;5;2214;40,581074
-24,265469;-46,96561;5;2215;45,000183
-24,265523;-46,965495;6;2216;47,420399
-24,265587;-46,965366;5;2217;53,756203
-24,265646;-46,965235;5;2218;52,934761
-24,265708;-46,965091;5;2219;58,610386
-24,26577;-46,964943;5;2220;59,552956
-24,265837;-46,964791;5;2221;61,782764
-24,265902;-46,964648;5;2222;57,695965
-24,265964;-46,964515;5;2223;54,867741
-24,266026;-46,964382;5;2224;54,521584
-24,266082;-46,964256;5;2225;51,347836
-24,266136;-46,964139;5;2226;48,173634
-24,266184;-46,964028;5;2227;44,669132
-24,266227;-46,96393;5;2228;40,239803
-24,266265;-46,963845;5;2229;34,230751
-24,266292;-46,963782;5;2230;24,713673
-24,266311;-46,963735;5;2231;19,647480
-24,266329;-46,963687;5;2232;18,070318
-24,266353;-46,963629;5;2233;23,128265
-24,266383;-46,963561;5;2234;27,557669
-24,266416;-46,963481;5;2235;32,312870
-24,266457;-46,963393;5;2236;35,819061
-24,266503;-46,963297;5;2237;39,342522
-24,266551;-46,963193;5;2238;43,412613
-24,266602;-46,963086;5;2239;44,105679
-24,266657;-46,96297;6;2240;47,419167
-24,266712;-46,962845;6;2241;51,012157
-24,266768;-46,962732;6;2242;47,283550
-24,266823;-46,962617;7;2243;47,419167
-24,266872;-46,962517;7;2244;41,291946
-24,266908;-46,962439;7;2245;31,404947
-24,266935;-46,962392;7;2246;21,023905
-24,26696;-46,962341;7;2247;20,645266
-24,26698;-46,96229;7;2248;19,647480
-24,267006;-46,962225;8;2249;26,220926
-24,26704;-46,962153;7;2250;30,031275
-24,267078;-46,962076;7;2251;32,992920
-24,267116;-46,961989;7;2252;34,230751
-24,267152;-46,961899;7;2253;36,433720
-24,267193;-46,961796;7;2254;40,873768
-24,267231;-46,961692;6;2255;40,740440
-24,267273;-46,96157;6;2256;47,623421
-24,26731;-46,961458;6;2257;44,224758
-24,267346;-46,961341;6;2258;44,223434
-24,267374;-46,961242;6;2259;37,974545
-24,267395;-46,961164;6;2260;30,423920
-24,267407;-46,961109;6;2261;20,024559
-24,267428;-46,961014;7;2263;17,995701
-24,267441;-46,960954;6;2264;23,196110
-24,267459;-46,960884;6;2265;26,201101
-24,267482;-46,960803;6;2266;30,645912
-24,267507;-46,960714;6;2267;34,863361
-24,267534;-46,960621;5;2268;35,271442
-24,267567;-46,960515;5;2269;41,094765
-24,2676;-46,960404;5;2270;42,417244
-24,267628;-46,960288;5;2271;43,316940
-24,267659;-46,960165;5;2272;47,547287
-24,26769;-46,960045;5;2273;45,076733
-24,267722;-46,959921;5;2274;46,203442
-24,267753;-46,959803;5;2275;45,075436
-24,267788;-46,959686;4;2276;45,445839
-24,267818;-46,959579;4;2277;40,858036
-24,267841;-46,959486;5;2278;36,177631
-24,267856;-46,959422;4;2279;23,381784
-24,267866;-46,959367;5;2280;21,537100
-24,267882;-46,959317;5;2281;19,110744
-24,267899;-46,959271;6;2282;18,425428
-24,267919;-46,959226;6;2283;18,705896
-24,267944;-46,959179;6;2284;19,438173
-24,267979;-46,959134;6;2285;21,640249
-24,268026;-46,959093;7;2286;24,741776
-24,268081;-46,959057;7;2287;25,445293
-24,268145;-46,959017;8;2289;14,507955
-24,268286;-46,958915;7;2290;34,854980
-24,268362;-46,95886;7;2291;37,008190
-24,268447;-46,958835;7;2292;35,369232
-24,26853;-46,95882;7;2293;33,310196
-24,268602;-46,958793;8;2294;30,826319
-24,268657;-46,95874;8;2295;29,505405
-24,268687;-46,958673;8;2296;27,557669
-24,268703;-46,9586;8;2297;27,336248
-24,268719;-46,958528;8;2298;27,153940
-24,268744;-46,958468;8;2299;23,125738
-24,268778;-46,95841;8;2300;26,178791
-24,268821;-46,958357;7;2301;25,479469
-24,268865;-46,958311;7;2302;25,223866
-24,268908;-46,958264;7;2303;23,697323
-24,268949;-46,958222;7;2304;22,733273
-24,268986;-46,958186;7;2305;19,171803
-24,269028;-46,958147;7;2306;22,735844
-24,269063;-46,958106;7;2307;20,111914
-24,269101;-46,958069;7;2308;20,109007
-24,26914;-46,958031;7;2309;21,239595
-24,269184;-46,957985;7;2310;24,245804
-24,269226;-46,957937;6;2311;24,960457
-24,269274;-46,957886;7;2312;26,555309
-24,269332;-46,957828;6;2313;31,776550
-24,269396;-46,957768;7;2314;33,830475
-24,269466;-46,957707;8;2315;36,164707
-24,269546;-46,95764;8;2316;39,864849
-24,269702;-46,957492;9;2318;45,471687
-24,269782;-46,95741;9;2319;43,806561
-24,26986;-46,957329;8;2320;42,995884
-24,269934;-46,95725;8;2321;41,739548
-24,270073;-46,957111;9;2323;36,819641
-24,270132;-46,957053;9;2324;31,573818
-24,270188;-46,956999;10;2325;29,726181
-24,270242;-46,956945;10;2327;15,222521
-24,270343;-46,95683;10;2328;28,822144
